대지위치,건물명,동_세부용도,연면적,호수,위도_user,경도_user
서울특별시 강남구 청담동 68-6,더오키드청담,"업무시설(오피스텔,사무소),근린생활시설",2830.74,32,37.5226513,127.0550156
서울특별시 강남구 청담동 91-2,아노블리81,"업무시설(오피스텔),근린생활시설,관광숙박시설(가족호텔)",14725.81,99,37.5238674,127.0416279
서울특별시 강남구 청담동 97-6,청담 에디션,"업무시설,근린생활시설",5358.53,25,37.5243699,127.0457406
서울특별시 강동구 강일동 675-1,강일타워,"제1,2종근린생활시설, 업무시설(오피스텔)",10943.57,126,37.565702,127.1737117
서울특별시 강동구 강일동 675-3,강일임페리얼타워,"업무시설,근린생활시설",5864.58,93,37.5653789,127.1741146
서울특별시 강동구 강일동 676-1,강일 테라우드,"업무시설,근린생활시설",4065.22,44,37.5656177,127.17298
서울특별시 강동구 강일동 677-0,강일 포디움,"근린생활시설,오피스텔",13508.2563,282,37.5653411,127.1735639
서울특별시 강동구 강일동 677-2,아르페온1,"오피스텔(74호),근린생활시설(2호)",2208.06,77,37.5651577,127.1731992
서울특별시 강동구 강일동 677-3,트리피움오피스텔,"업무시설, 근린생활시설",2504.625,73,37.5650725,127.1730292
서울특별시 강동구 강일동 677-4,유러피안하우스I,"업무시설(오피스텔), 근린생활시설",2214.07,73,37.5652268,127.1729055
서울특별시 강동구 강일동 677-5,유러피안하우스II,"업무시설,제2종근린생활시설",2378.07,77,37.5653148,127.1730746
서울특별시 강동구 강일동 679-1,강일큐브,"근린생활시설, 업무시설(오피스텔)",6988.16,90,37.5647824,127.1743262
서울특별시 강동구 강일동 679-3,강일리슈빌에스,"업무시설(오피스텔),제1종근린생활시설",9339.0668,234,37.5643995,127.173733
서울특별시 강동구 고덕동 0-0,강일비즈파크뷰,"자동차관련시설,업무시설,근린생활시설",6192.55,42,37.5638217,127.1582312
서울특별시 강동구 고덕동 210-1,고덕 센트럴 푸르지오,업무시설(오피스텔),2891.87,42,37.5577148,127.1700554
서울특별시 강동구 고덕동 210-1,고덕 센트럴 푸르지오,업무시설(오피스텔),3451.67,85,37.5577148,127.1700554
서울특별시 강동구 길동 150-1,지앤지타워,"업무시설(오피스텔),근린생활시설",4307.56,68,37.5350945,127.1438623
서울특별시 강동구 길동 320-2,강동 디앤써밋,"도시형생활주택,업무시설,제1종근린생활시설",2117.16,30,37.5447271,127.1428997
서울특별시 강동구 길동 320-2,강동 디앤써밋,"도시형생활주택,업무시설",1806.79,24,37.5447271,127.1428997
서울특별시 강동구 길동 347-30,라온오피스텔,"업무시설,다세대주택",989.65,15,37.5411401,127.1424138
서울특별시 강동구 길동 349-7,길동오피스텔,오피스텔,1323.42,30,37.5406825,127.1422097
서울특별시 강동구 길동 350-3,더힐스빌,"업무시설,공동주택,제1종근린생활시설",1705.14,18,37.5407041,127.1432351
서울특별시 강동구 길동 352-4,길동쎈스빌주상복합아파트,"공동주택,제1종,2종근린생활시설,업무시설",3317.57,15,37.54052009999999,127.1459462
서울특별시 강동구 길동 383-8,노블레스,"업무시설,오피스텔(36개실)및 근린생활시설",2472.53,0,37.5390332,127.1366064
서울특별시 강동구 길동 385-10,영무 엘리아트 오피스텔,"업무시설(오피스텔),제2종근린생활시설",5027.09,113,37.5378087,127.1369
서울특별시 강동구 길동 385-3,광남벨라스아파트,"공동주택(아파트),업무시설",6245.64,18,37.5382016,127.1367154
서울특별시 강동구 길동 386-4,에스아이팰리스 강동센텀Ⅱ,"공동주택(아파트),업무시설(오피스텔),제1종근린생활시설(소매점),제2종근린생활시설(휴게음식점)",7060.6094,28,37.537986,127.137551
서울특별시 강동구 길동 387-2,다성 이즈빌,"업무시설,공동주택,제1종근린생활시설",2104.84,33,37.538099,127.1380572
서울특별시 강동구 길동 387-4,다성 이즈빌,"공동주택,업무시설,판매시설,제2종근린생활시설",3196.32,29,37.5381605,127.1384001
서울특별시 강동구 길동 387-5,길동청광플러스원큐브1차,아파트(도시형생활주택)외 2,5099.67,58,37.5380089,127.1383452
서울특별시 강동구 길동 388-2,에스아이팰리스강동센텀I,"아파트(도시형생활주택 원룸형),오피스텔,제2종근린생활시설",8984.18,50,37.5376452,127.1386145
서울특별시 강동구 길동 388-4,다성이즈빌,공동주택(아파트)외2,8681.08,1,37.5378336,127.1390328
서울특별시 강동구 길동 388-5,메트로 아파텔,공동주택(아파트)외1,3993.71,25,37.5374724,127.1388981
서울특별시 강동구 길동 388-7,다성 이즈빌,"업무시설(사무소:1호,오피스텔:20호),아파트(55세대), 제1근린생활시설(휴게음식점:1호)",3983.56,22,37.5379802,127.1387399
서울특별시 강동구 길동 389-9,광남캐스빌,공동주택(아파트)외2,5493.49,34,37.5376528,127.1393503
서울특별시 강동구 길동 413-11,경지 Arium,"공동주택,업무시설,제1,2종근린생활시설",4334.04,29,37.5364223,127.1380887
서울특별시 강동구 길동 413-16,퍼스원 시티,"도시형생활주택(원룸형주택),제2종근린생활시설",3078.39,10,37.536195,127.138166
서울특별시 강동구 길동 413-21,SM 엘루이 주상복합,"업무시설(오피스텔),공동주택(다세대주택),제1,2종근린생활시설",3496.3,39,37.5365204,127.1382052
서울특별시 강동구 길동 413-37,아스테르 오피스텔,업무시설,1608.64,48,37.5365708,127.138434
서울특별시 강동구 길동 413-54,도고하임,"아파트(도시형생활주택,업무시설(오피스텔),제1종근린생활시설",5803.72,37,37.5355874,127.1383951
서울특별시 강동구 길동 413-8,한미스카이캐슬,"공동주택(도시형생활주택-원룸형아파트),업무시설(오피스텔),근린생활시설",3257.45,29,37.53672820000001,127.1382685
서울특별시 강동구 길동 414-4,강동 와이시티,"근린생활시설(8),오피스텔(72),아파트(도시형생활주택원룸형216)",8494.59,80,37.53649,127.1374466
서울특별시 강동구 길동 414-5,골드클래스,"아파트,업무시설(오피스텔),제1.2종근린생활시설",4519.542,27,37.5372237,127.1379901
서울특별시 강동구 길동 414-9,거산 유팰리스 2차,"업무시설,운동시설,도시형생활주택,제1종근린생활시설",9557.41,33,37.5364383,127.1377874
서울특별시 강동구 길동 415-11,한솔브리즈아파트,공동주택(아파트)외1,6467.98,11,37.5372198,127.136383
서울특별시 강동구 길동 415-13,강동 큐브 2차,"도시형생활주택(원룸형),오피스텔,근린생활시설",9252.26,107,37.5366326,127.1361531
서울특별시 강동구 길동 415-16,청광플러스원큐브3차,"공동주택,업무시설,제1,2종근린생활시설",7293.527,84,37.5363742,127.1364515
서울특별시 강동구 길동 416-13,드림하이츠,"아파트(도시형생활주택원룸형:24),업무시설(오피스텔:15)",1993.17,15,37.5368147,127.1357334
서울특별시 강동구 길동 416-15,강동투웨니퍼스트,"업무시설,제1종근린생활시설",3473.82,110,37.5366946,127.1356991
서울특별시 강동구 길동 416-17,다성 이즈빌,"도시형생활주택,업무시설,제1,2종근린생활시설",4997.19,22,37.5369702,127.1357916
서울특별시 강동구 길동 416-4,솔목오피스텔,업무시설(오피스텔),2436.83,45,37.53728419999999,127.1355755
서울특별시 강동구 길동 417-0,소산타워,제1종근린생활시설,1878.42,16,37.5347548,127.1391749
서울특별시 강동구 길동 445-1,강동역에스케이허브,공동주택(아파트)외2,24707.79,97,37.5355485,127.1349225
서울특별시 강동구 길동 454-1,일성하이츠오피스텔,"근린생활시설, 업무시설, 판매시설, 위락시설",12691.61,0,37.5351714,127.136335
서울특별시 강동구 길동 456-3,강동 큐브,"공동주택(도시형생활주택 원룸형),업무시설(오피스텔),제2종근린생활시설",3745.79,36,37.5354367,127.1371008
서울특별시 강동구 길동 456-4,다성이즈빌,"아파트,업무시설,제1,2종근린생활시설.",4509.29,30,37.5352925,127.1370468
서울특별시 강동구 길동 457-0,청광플러스원큐브2차,"근린생활시설,업무시설(오피스텔),아파트(원룸형)",4336.56,31,37.5351292,127.1369446
서울특별시 강동구 길동 457-1,강동렘브란트,"업무시설(오피스텔), 아파트(도시형생활주택), 제2종근린생활시설",3597.45,37,37.5350525,127.1372675
서울특별시 강동구 길동 457-4,거산 유팰리스,"오피스텔,제1,2종근린생활시설",5768.1,117,37.5347879,127.1372363
서울특별시 강동구 길동 458-0,포유 르센티 길동,"업무시설(오피스텔),제1.2종근린생활시설",7793.44,174,37.5353692,127.1377409
서울특별시 강동구 길동 97-5,비바체하임,"업무시설,도시형생활주택",1257.35,9,37.5404502,127.1463588
서울특별시 강동구 길동 97-5,비바체하임,"업무시설,도시형생활주택",1051.05,7,37.5404502,127.1463588
서울특별시 강동구 둔촌동 425-0,샤인하우스,"다가구주택,제1,2종근린생활시설,업무시설",720.33,10,37.5330198,127.1402785
서울특별시 강동구 둔촌동 425-15,오앤하우스,"근린생활시설 및 업무시설(오피스텔),다세대(도시형-원룸형)주택",1648.11,24,37.5332514,127.1399203
서울특별시 강동구 둔촌동 435-1,한울둔촌베아체,"제1종근린생활시설,업무시설(오피스텔)",1659.22,43,37.5325988,127.1393065
서울특별시 강동구 명일동 46-2,고덕역 효성해링턴 타워 더퍼스트,"업무시설(오피스텔),근린생활시설",26892.8374,467,37.5546405,127.1546233
서울특별시 강동구 명일동 46-3,고덕역 대명벨리온,"업무시설(오피스텔),근린생활시설",34155.3798,592,37.5546621,127.155119
서울특별시 강동구 명일동 47-1,세종프라자,"근린생활시설, 교육연구시설, 업무시설",8433.55,81,37.5541687,127.1545287
서울특별시 강동구 명일동 47-18,현대델리안오피스텔,업무시설(오피스텔)외1,9787.28,44,37.5533109,127.1559522
서울특별시 강동구 명일동 47-2,고덕역 갑을명가시티 오피스텔,"업무시설,제2종근린생활시설",12120.59,293,37.5539858,127.1546392
서울특별시 강동구 명일동 48-17,한화오벨리스크스위트,업무시설(오피스텔)외1,14589.26,0,37.5519798,127.1558047
서울특별시 강동구 명일동 48-7,서희스타힐스,"업무시설,제1·2종근린생활시설",16882.84,134,37.5522707,127.1557458
서울특별시 강동구 성내동 13-15,동남드림빌,공동주택(아파트)외1,4983.64,6,37.5365991,127.1277169
서울특별시 강동구 성내동 199-18,아이퍼스트빌,"아파트(도시형), 업무시설(오피스텔), 근린생활시설",3705.31,20,37.5342672,127.1345281
서울특별시 강동구 성내동 199-19,한솔애리즈아파트601동,공동주택(아파트) 외1,3219.26,24,37.5344723,127.1346334
서울특별시 강동구 성내동 244-0,라이저강동빌딩,"업무시설(오피스텔),근린생활시설",10163.99,112,37.534621,127.1351783
서울특별시 강동구 성내동 244-5,한양 립스,"도시형생활주택(원룸형),업무시설(오피스텔)",1745.61,18,37.5341846,127.135777
서울특별시 강동구 성내동 244-8,늘 조은 아파트,"공동주택,업무시설",3909.77,12,37.5343432,127.1352672
서울특별시 강동구 성내동 43-6,비바체,"다세대주택,오피스텔",1242.47,20,37.5365725,127.1245209
서울특별시 강동구 성내동 448-17,인택스파크뷰,"공동주택(아파트),업무시설,제2종근린생활시설",5724.35,36,37.5237637,127.1306198
서울특별시 강동구 성내동 46-13,스카이 하우스,"업무시설(오피스텔),다가구주택",605.63,10,37.5368216,127.1239435
서울특별시 강동구 성내동 46-19,라움빌,"단독주택,업무시설",491.13,7,37.5367371,127.1244453
서울특별시 강동구 성내동 46-22,더존 예가,"업무시설,다세대주택",911.75,8,37.5371033,127.1244463
서울특별시 강동구 성내동 46-23,더존 예가,"다세대주택,업무시설",984.75,11,37.5369934,127.1243206
서울특별시 강동구 성내동 46-4,해인하우스,"업무시설,다세대주택",955.35,10,37.5368385,127.1241662
서울특별시 강동구 성내동 46-5,해인하우스15차,"업무시설,단독주택,제2종근린생활시설",515.9,5,37.5367509,127.1241194
서울특별시 강동구 성내동 47-16,더존예가,"도시형생활주택,업무시설",1343.29,20,37.5371414,127.1247987
서울특별시 강동구 성내동 47-8,트리안,"다세대주택,오피스텔",1248.05,18,37.5372484,127.1241817
서울특별시 강동구 성내동 64-13,브라운스톤천호,"업무시설(오피스텔,사무소),판매시설(상점),근린생활시설",24287.79,0,37.5379785,127.1237927
서울특별시 강동구 성내동 80-4,이서그린빌,"다가구주택,업무시설",614.62,8,37.5366664,127.1233143
서울특별시 강동구 성내동 80-5,이지스테이,"다가구주택,오피스텔,제1,2종근린생활시설",527.87,4,37.5365685,127.1232596
서울특별시 강동구 성내동 81-10,마이플레이스 성내,"공동주택(도시형생활주택),업무시설,근린생활시설",980.78,9,37.5369323,127.1235843
서울특별시 강동구 성내동 81-12,장원오피스텔,"단독주택,오피스텔",588.65,12,37.536736,127.1234794
서울특별시 강동구 성내동 81-16,에이치엔 빌리지,"다가구주택,업무시설",695.545,6,37.5364697,127.1236459
서울특별시 강동구 성내동 81-19,아스테르,"다가구주택,업무시설,제1종근린생활시설",790.66,6,37.5364768,127.1235203
서울특별시 강동구 성내동 81-2,더존예가,"업무시설,다세대주택",1374.22,18,37.536591,127.1237309
서울특별시 강동구 성내동 81-4,디아람,"도시형생활주택,업무시설(오피스텔)",861.9,9,37.5368358,127.1237546
서울특별시 강동구 암사동 441-0,한강시티라이프,"업무시설,제1종,2종근린생활시설",4318.34,43,37.55536499999999,127.1297296
서울특별시 강동구 암사동 446-24,디에이치엔드영,"도시형생활주택,업무시설,제1종근린생활시설",1237.36,11,37.5549615,127.1342933
서울특별시 강동구 암사동 462-22,신양그린,업무시설,1824.58,30,37.5545794,127.1301747
서울특별시 강동구 암사동 463-4,까사팔공육,"도시형생활주택,업무시설,제1종근린생활시설",2445.754,26,37.552914,127.1288306
서울특별시 강동구 암사동 500-14,LaForet,"업무시설,도시형생활주택(단지형다세대주택),제2종근린생활시설",1636.14,15,37.5522206,127.1290325
서울특별시 강동구 암사동 500-14,LaForet,"업무시설,도시형생활주택(단지형다세대주택),제1종근린생활시설",1684.43,12,37.5522206,127.1290325
서울특별시 강동구 암사동 501-19,강동리시온,"업무시설(오피스텔),근린생활시설",2580.4,45,37.55015660000001,127.1285518
서울특별시 강동구 암사동 501-21,서울오피스텔,업무시설(오피스텔),617.25,20,37.5508135,127.1285676
서울특별시 강동구 암사동 502-13,암사오피스텔,"업무시설,제2종근린생활시설",1287.86,16,37.5511413,127.1273755
서울특별시 강동구 암사동 502-3,서일빌딩,업무시설(오피스텔),1038.44,0,37.5509518,127.1269188
서울특별시 강동구 암사동 503-24,현운재,"다세대주택,업무시설(오피스텔)",532.1,6,37.5520372,127.127697
